id,spot_name,longitude,latitude
6539562,서울특별시 도봉구 창동(도봉보건소 인근),127.0395157,37.65671184
6539563,서울특별시 도봉구 창동(정의여중입구 인근),127.0363353,37.6513648
6539564,서울특별시 도봉구 방학동(도봉로방학로진출 인근),127.0427088,37.66392733
6539556,서울특별시 동대문구 전농동(우리은행청량리중앙지 인근),127.0413053,37.57896342
6539557,서울특별시 동대문구 장안동(우진빌딩 인근),127.0713747,37.57171784
6539558,서울특별시 동대문구 용두동(성심의원고산자로진출 인근),127.0381443,37.57360729
6539583,서울특별시 동작구 신대방동(신대방동빌딩 인근),126.9281189,37.49855546
6539584,서울특별시 동작구 본동(한강대교남단 인근),126.9562981,37.51397493
6539585,서울특별시 동작구 상도1동(노다지사철탕 인근),126.9481569,37.50344798
6539571,서울특별시 마포구 동교동(홍대입구역 인근),126.9215542,37.55521481
6539572,서울특별시 마포구 망원동(합정역 인근),126.913416,37.54922932
6539573,서울특별시 마포구 도화동(홀리데이인서울 인근),126.9482982,37.54130447
6539568,서울특별시 서대문구 홍은동(홍은사거리 인근),126.9414392,37.59148531
6539569,서울특별시 서대문구 천연동(서대문아트홀의주로진 인근),126.9661537,37.56635247
6539570,서울특별시 서대문구 창천동(신촌기차역신촌역길진 인근),126.9420281,37.55912613
6539598,서울특별시 서초구 염곡동(염곡사거리 인근),127.0429768,37.46570192
6539599,서울특별시 서초구 우면동(트럭터미널앞 인근),127.0372575,37.46162631
6539600,서울특별시 서초구 반포동(고속터미널호남선 인근),127.0010864,37.5050054
6539553,서울특별시 성동구 성수동2가(응봉로뚝섬길사거리뚝 인근),127.0351599,37.54423822
6539554,서울특별시 성동구 행당동(고산자로왕십리로진입 인근),127.0350925,37.56153953
6539555,서울특별시 성동구 송정동(장안둑길삼거리 인근),127.0446143,37.55148475
6539559,서울특별시 성북구 하월곡동(길음역 인근),127.024844,37.60297175
6539560,서울특별시 성북구 하월곡동(종암사거리종암로진입 인근),127.0321194,37.60385162
6539561,서울특별시 성북구 동선동4가(성신여대입구역 인근),127.0164915,37.59268269
6539595,서울특별시 송파구 가락동(석촌역 인근),127.1071971,37.50522149
6539596,서울특별시 송파구 문정동(가락시장역 인근),127.1187718,37.49258018
6539597,서울특별시 송파구 송파동(잠실역 인근),127.1001892,37.51328306
6539601,서울특별시 양천구 신월동(신월사거리 인근),126.8283432,37.53589265
6539602,서울특별시 양천구 목동(목동역 인근),126.8643357,37.52617248
6539603,서울특별시 양천구 신월동(정빌딩 인근),126.8528763,37.521117
6539580,서울특별시 영등포구 영등포동3가(영등포로터리영등포로 인근),126.9135245,37.51876771
6539581,서울특별시 영등포구 양평동4가(소방파출소앞 인근),126.8989663,37.53537483
6539582,서울특별시 영등포구 여의도동(영등포역 인근),126.906644,37.51641381
6539550,서울특별시 용산구 한남동(이태원소방파출소 인근),126.9955912,37.53461328
6539551,서울특별시 용산구 한남동(하나투어 인근),127.0070297,37.53303668
6539552,서울특별시 용산구 서빙고동(녹사평역 인근),126.98793,37.5341339
6539565,서울특별시 은평구 대조동(갈현동먹자골목 인근),126.9200615,37.61841608
6539566,서울특별시 은평구 응암동(응암오거리 인근),126.9172197,37.59010632
6539567,서울특별시 은평구 역촌동(구산역 인근),126.9172594,37.6112606
6539544,서울특별시 종로구 종로1가(광화문일반국도48호선 인근),126.9771689,37.57485821
6539545,서울특별시 종로구 숭인동(동묘앞역 인근),127.0156343,37.57302278
6539546,서울특별시 종로구 창신동(동대문로터리흥인지문 인근),127.0093873,37.57066318
6539547,서울특별시 중구 명동1가(회현사거리반포로북창 인근),126.9816686,37.56090972
6539548,서울특별시 중구 순화동(서울프라자호텔 인근),126.9780797,37.56446876
6539549,서울특별시 중구 회현동1가(서울역사거리 인근),126.9726242,37.55705081
6539604,서울특별시 중랑구 면목동(장안교사가정길진입1 인근),127.0803789,37.58130833
6539605,서울특별시 중랑구 면목동(사가정역 인근),127.0884791,37.58070105
6539606,서울특별시 중랑구 신내동(성누가의원 인근),127.100398,37.59920319
6467461,서울특별시 강남구 논현동(역삼역 인근),127.0369311,37.50082507
6467462,서울특별시 강남구 논현동(교보타워사거리 인근),127.0244864,37.50452128
6467463,서울특별시 강남구 논현동(CHA여성의학연구소 인근),127.0338895,37.50732931
6467464,서울특별시 강동구 천호동(강동성심병원 인근),127.1342906,37.53527613
6467465,서울특별시 강동구 성내동(길동사거리 인근),127.138575,37.53395526
6467466,서울특별시 강동구 천호동(올림픽로천호대로진입 인근),127.124231,37.53835925
6467485,서울특별시 강북구 수유동(수유역 인근),127.0256118,37.63798265
6467486,서울특별시 강북구 수유동(주하이마트 인근),127.0232341,37.63528464
6467487,서울특별시 강북구 수유동(미아4동지구대 인근),127.0298728,37.61645297
6467446,서울특별시 강서구 화곡동(우장공원입구 인근),126.8507704,37.55311675
6467447,서울특별시 강서구 내발산동(화곡사거리 인근),126.8474229,37.53061277
6467448,서울특별시 강서구 공항동(화곡로공항대로진입1 인근),126.8534975,37.55546488
6467458,서울특별시 관악구 신림동(신림역 인근),126.9297093,37.48426933
6467459,서울특별시 관악구 봉천동(서울대입구역 인근),126.9527354,37.48126631
6467460,서울특별시 관악구 신림동(패션거리입구 인근),126.9287759,37.48757077
6467482,서울특별시 광진구 화양동(건대입구역 인근),127.0706325,37.53992053
6467483,서울특별시 광진구 자양동(자양사거리일반국도3호 인근),127.0834257,37.53713814
6467484,서울특별시 광진구 능동(결혼의집백악관 인근),127.0884424,37.55354541
6467449,서울특별시 구로구 개봉동(조양빌딩 인근),126.8560541,37.49305828
6467450,서울특별시 구로구 구로동(구로구청앞 인근),126.8888475,37.49526848
6467451,서울특별시 구로구 구로동(고척교사거리 인근),126.8717925,37.49888474
6467488,서울특별시 금천구 시흥동(시흥사거리 인근),126.9005343,37.45476668
6467489,서울특별시 금천구 독산동(독산사거리 인근),126.8981918,37.47144176
6467490,서울특별시 금천구 시흥동(소하IC 인근),126.9031099,37.43830119
6467479,서울특별시 노원구 상계동(노원역일반국도3호선 인근),127.0605458,37.65480049
6467480,서울특별시 노원구 공릉동(태릉입구 인근),127.0741699,37.6171537
6467481,서울특별시 노원구 공릉동(서울동아의원 인근),127.0782831,37.61926342
6467434,서울특별시 도봉구 창동(창동하이마트 인근),127.0524282,37.65271418
6467435,서울특별시 도봉구 창동(소피아관광호텔 인근),127.0359882,37.65067236
6467436,서울특별시 도봉구 창동(방학사거리 인근),127.0424663,37.66282159
6467428,서울특별시 동대문구 청량리동(청량리역홍릉길진입1 인근),127.0450754,37.58084536
6467429,서울특별시 동대문구 용두동(성심의원고산자로진출 인근),127.0381443,37.57360729
6467430,서울특별시 동대문구 제기동(경동시장 인근),127.0383275,37.57817775
6467455,서울특별시 동작구 신대방동(신대방동빌딩 인근),126.9281189,37.49855546
6467456,서울특별시 동작구 상도1동(상도역 인근),126.9476764,37.50318979
6467457,서울특별시 동작구 대방동(상도3동주민센터 인근),126.9311777,37.49924862
6467443,서울특별시 마포구 합정동(합정역 인근),126.913416,37.54922932
6467444,서울특별시 마포구 도화동(일진빌딩 인근),126.9470325,37.54040637
6467445,서울특별시 마포구 도화동(공덕오거리 인근),126.9509852,37.54393696
6467440,서울특별시 서대문구 홍은동(동신병원연희로진입2 인근),126.9361243,37.58142066
6467441,서울특별시 서대문구 홍은동(홍은사거리 인근),126.9414392,37.59148531
6467442,서울특별시 서대문구 냉천동(서대문아트홀일반국도6 인근),126.966191,37.56534053
6467470,서울특별시 서초구 염곡동(트럭터미널장군촌 인근),127.0359861,37.46067683
6467471,서울특별시 서초구 염곡동(염곡사거리 인근),127.0429768,37.46570192
6467472,서울특별시 서초구 반포동(서초구동작구경계1 인근),126.9848275,37.4998394
6467425,서울특별시 성동구 행당동(고산자로왕십리로진입 인근),127.0350925,37.56153953
6467426,서울특별시 성동구 송정동(왕십리길광나룻길진출 인근),127.0441699,37.55109676
6467427,서울특별시 성동구 행당동(무학여고앞 인근),127.034011,37.55849583
6467431,서울특별시 성북구 하월곡동(내부순환로정릉길램프 인근),127.0261522,37.60402609
6467432,서울특별시 성북구 하월곡동(종암사거리 인근),127.0322053,37.60337979
6467433,서울특별시 성북구 정릉동(실과바늘 인근),127.0163587,37.59335782
6467467,서울특별시 송파구 장지동(복정역 인근),127.1267235,37.47086888
6467468,서울특별시 송파구 문정동(가락시장역 인근),127.1187718,37.49258018
6467469,서울특별시 송파구 잠실동(잠실천주교회 인근),127.082937,37.51086284
6467473,서울특별시 양천구 신월동(신월사거리 인근),126.8283432,37.53589265
6467474,서울특별시 양천구 신월동(신월정수사업소앞 인근),126.8325077,37.529696
6467475,서울특별시 양천구 신월동(목동역 인근),126.8643357,37.52617249
6467452,서울특별시 영등포구 문래동2가(영등포로터리버드나룻 인근),126.9125107,37.51913767
6467453,서울특별시 영등포구 문래동3가(영등포역 인근),126.906644,37.51641381
6467454,서울특별시 영등포구 양평동(양평동사거리 인근),126.8978025,37.53595669
6467422,서울특별시 용산구 서빙고동(이태원소방파출소 인근),126.9955912,37.53461328
6467423,서울특별시 용산구 용산동6가(하나은행한남동지점 인근),127.0073387,37.5332407
6467424,서울특별시 용산구 서빙고동(한강대교북단 인근),126.9618203,37.52239923
6467437,서울특별시 은평구 대조동(갈현동먹자골목 인근),126.9200615,37.61841608
6467438,서울특별시 은평구 응암동(응암오거리응암로진출 인근),126.9172026,37.58973485
6467439,서울특별시 은평구 대조동(불광역 인근),126.9295448,37.61095707
6467416,서울특별시 종로구 창신동(동대문로터리 인근),127.0090552,37.57134779
6467417,서울특별시 종로구 종로2가(종로1가일반국도6호선 인근),126.9837095,37.57016828
6467418,서울특별시 종로구 종로4가(종로4가배오개길진입 인근),126.9977511,37.57021922
6467419,서울특별시 중구 정동(우성빌딩 인근),126.9777948,37.56385081
6467420,서울특별시 중구 봉래동2가(서울역사거리 인근),126.9726242,37.55705081
6467421,서울특별시 중구 명동2가(회현사거리반포로북창 인근),126.9816686,37.56090972
6467476,서울특별시 중랑구 신내동(망우사거리 인근),127.1004455,37.59988133
6467477,서울특별시 중랑구 망우동(한일써너스빌리젠시2 인근),127.0938901,37.59781084
6467478,서울특별시 중랑구 중화동(면목역 인근),127.0875957,37.58839339
